REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Colorado,2018,9,X,2.1811,X,X,X,X,X,X,554,41,25400
States,Connecticut,2018,9,X,5.14261,X,X,X,X,X,X,238,19,4628
States,Delaware,2018,9,X,1.78051,X,X,X,X,X,X,55,12,3089
States,District of Columbia,2018,9,X,2.60078,X,X,X,X,X,X,360,5,13842
States,Florida,2018,9,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,9,X,4.09472,X,X,X,X,X,X,1961,51,47891
States,Hawaii,2018,9,X,3.84047,X,X,X,X,X,X,52,15,1354
States,Idaho,2018,9,X,1.47059,X,X,X,X,X,X,25,7,1700
States,Illinois,2018,9,X,2.72481,X,X,X,X,X,X,1279,78,46939
States,Indiana,2018,9,X,3.89948,X,X,X,X,X,X,180,22,4616
States,Iowa,2018,9,X,1.44578,X,X,X,X,X,X,54,13,3735
States,Kansas,2018,9,X,6.58113,X,X,X,X,X,X,477,27,7248
States,Kentucky,2018,9,X,5.81229,X,X,X,X,X,X,527,30,9067
States,Louisiana,2018,9,X,3.46841,X,X,X,X,X,X,1800,93,51897
States,Maine,2018,9,X,0.967937,X,X,X,X,X,X,48,22,4959
States,Maryland,2018,9,X,3.05353,X,X,X,X,X,X,259,29,8482
States,Massachusetts,2018,9,X,3.00361,X,X,X,X,X,X,1040,45,34625
States,Michigan,2018,9,X,3.03726,X,X,X,X,X,X,781,86,25714
States,Minnesota,2018,9,X,4.47309,X,X,X,X,X,X,295,21,6595
States,Mississippi,2018,9,X,3.86015,X,X,X,X,X,X,679,45,17590
States,Missouri,2018,9,X,3.59994,X,X,X,X,X,X,239,16,6639
States,Montana,2018,9,X,0.886076,X,X,X,X,X,X,35,8,3950
States,Nebraska,2018,9,X,5.66446,X,X,X,X,X,X,497,47,8774
States,Nevada,2018,9,X,1.80592,X,X,X,X,X,X,316,34,17498
States,New Hampshire,2018,9,X,3.50989,X,X,X,X,X,X,110,17,3134
States,New Jersey,2018,9,X,5.08262,X,X,X,X,X,X,1335,43,26266
States,New Mexico,2018,9,X,4.51212,X,X,X,X,X,X,849,43,18816
States,New York,2018,9,X,5.04069,X,X,X,X,X,X,576,54,11427
States,North Carolina,2018,9,X,3.06936,X,X,X,X,X,X,462,42,15052
States,North Dakota,2018,9,X,2.71903,X,X,X,X,X,X,36,7,1324
States,Ohio,2018,9,X,1.69195,X,X,X,X,X,X,368,61,21750
States,Oklahoma,2018,9,X,3.7537,X,X,X,X,X,X,292,24,7779
States,Oregon,2018,9,X,2.67081,X,X,X,X,X,X,1005,79,37629
States,Pennsylvania,2018,9,X,3.68232,X,X,X,X,X,X,2149,143,58360
States,Rhode Island,2018,9,X,2.91837,X,X,X,X,X,X,143,23,4900
States,South Carolina,2018,9,X,5.44094,X,X,X,X,X,X,240,13,4411
States,South Dakota,2018,9,X,3.86657,X,X,X,X,X,X,437,31,11302
States,Tennessee,2018,9,X,2.032,X,X,X,X,X,X,160,53,7874
States,Texas,2018,9,X,6.07416,X,X,X,X,X,X,1833,106,30177
States,Utah,2018,9,X,1.43303,X,X,X,X,X,X,730,46,50941
States,Vermont,2018,9,X,3.82343,X,X,X,X,X,X,110,10,2877
States,Virginia,2018,9,X,5.06014,X,X,X,X,X,X,4506,131,89049
States,Washington,2018,9,X,1.95922,X,X,X,X,X,X,123,50,6278
States,West Virginia,2018,9,X,2.57644,X,X,X,X,X,X,273,38,10596
States,Wisconsin,2018,9,X,3.48291,X,X,X,X,X,X,215,21,6173
States,Wyoming,2018,9,X,4.8367,X,X,X,X,X,X,194,18,4011
States,Alabama,2018,10,X,2.90703,X,X,X,X,X,X,1034,87,35569
States,Alaska,2018,10,X,7.6104,X,X,X,X,X,X,436,17,5729
States,Arizona,2018,10,X,3.97032,X,X,X,X,X,X,535,40,13475
States,Arkansas,2018,10,X,2.97947,X,X,X,X,X,X,135,13,4531
States,California,2018,10,X,3.39303,X,X,X,X,X,X,1813,118,53433
States,Colorado,2018,10,X,1.79374,X,X,X,X,X,X,455,41,25366
States,Connecticut,2018,10,X,3.7656,X,X,X,X,X,X,169,21,4488
States,Delaware,2018,10,X,0.958957,X,X,X,X,X,X,25,12,2607
States,District of Columbia,2018,10,X,2.40906,X,X,X,X,X,X,349,5,14487
States,Florida,2018,10,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,10,X,3.75709,X,X,X,X,X,X,1783,51,47457
States,Hawaii,2018,10,X,5.99688,X,X,X,X,X,X,77,15,1284
States,Idaho,2018,10,X,0.402994,X,X,X,X,X,X,7,8,1737
States,Illinois,2018,10,X,2.30377,X,X,X,X,X,X,1081,80,46923
States,Indiana,2018,10,X,3.01026,X,X,X,X,X,X,132,23,4385
States,Iowa,2018,10,X,1.68643,X,X,X,X,X,X,64,14,3795
States,Kansas,2018,10,X,5.22721,X,X,X,X,X,X,375,27,7174
States,Kentucky,2018,10,X,4.82583,X,X,X,X,X,X,399,27,8268
States,Louisiana,2018,10,X,3.07885,X,X,X,X,X,X,1547,93,50246
States,Maine,2018,10,X,0.66474,X,X,X,X,X,X,23,21,3460
States,Maryland,2018,10,X,2.40764,X,X,X,X,X,X,189,28,7850
States,Massachusetts,2018,10,X,2.39857,X,X,X,X,X,X,765,44,31894
States,Michigan,2018,10,X,2.30343,X,X,X,X,X,X,595,86,25831
States,Minnesota,2018,10,X,4.63972,X,X,X,X,X,X,264,21,5690
States,Mississippi,2018,10,X,3.12177,X,X,X,X,X,X,574,47,18387
States,Missouri,2018,10,X,3.0777,X,X,X,X,X,X,122,16,3964
States,Montana,2018,10,X,0.504112,X,X,X,X,X,X,19,8,3769
States,Nebraska,2018,10,X,5.87974,X,X,X,X,X,X,530,48,9014
States,Nevada,2018,10,X,1.4224,X,X,X,X,X,X,260,35,18279
States,New Hampshire,2018,10,X,1.83519,X,X,X,X,X,X,51,17,2779
States,New Jersey,2018,10,X,4.37548,X,X,X,X,X,X,1087,43,24843
States,New Mexico,2018,10,X,3.24166,X,X,X,X,X,X,587,41,18108
States,New York,2018,10,X,3.71947,X,X,X,X,X,X,402,53,10808
States,North Carolina,2018,10,X,2.7563,X,X,X,X,X,X,360,45,13061
States,North Dakota,2018,10,X,1.3245,X,X,X,X,X,X,16,7,1208
States,Ohio,2018,10,X,1.63333,X,X,X,X,X,X,347,62,21245
States,Oklahoma,2018,10,X,3.09278,X,X,X,X,X,X,228,23,7372
States,Oregon,2018,10,X,2.13432,X,X,X,X,X,X,804,80,37670
States,Pennsylvania,2018,10,X,2.72218,X,X,X,X,X,X,1420,141,52164
States,Rhode Island,2018,10,X,2.21794,X,X,X,X,X,X,115,23,5185
States,South Carolina,2018,10,X,3.83157,X,X,X,X,X,X,192,13,5011
States,South Dakota,2018,10,X,3.61589,X,X,X,X,X,X,334,32,9237
States,Tennessee,2018,10,X,1.32833,X,X,X,X,X,X,85,50,6399
States,Texas,2018,10,X,4.85631,X,X,X,X,X,X,1286,103,26481
States,Utah,2018,10,X,1.6104,X,X,X,X,X,X,613,45,38065
States,Vermont,2018,10,X,3.40605,X,X,X,X,X,X,89,10,2613
States,Virginia,2018,10,X,3.99101,X,X,X,X,X,X,3498,130,87647
States,Washington,2018,10,X,1.64282,X,X,X,X,X,X,93,45,5661
States,West Virginia,2018,10,X,1.85889,X,X,X,X,X,X,176,32,9468
States,Wisconsin,2018,10,X,3.58021,X,X,X,X,X,X,233,21,6508
States,Wyoming,2018,10,X,4.96401,X,X,X,X,X,X,200,17,4029
States,Alabama,2018,11,X,2.64247,X,X,X,X,X,X,945,87,35762
States,Alaska,2018,11,X,6.55296,X,X,X,X,X,X,365,17,5570
States,Arizona,2018,11,X,3.85505,X,X,X,X,X,X,550,38,14267
States,Arkansas,2018,11,X,2.34916,X,X,X,X,X,X,95,12,4044
States,California,2018,11,X,3.21007,X,X,X,X,X,X,1658,114,51650
States,Colorado,2018,11,X,1.56563,X,X,X,X,X,X,360,41,22994
States,Connecticut,2018,11,X,3.60248,X,X,X,X,X,X,87,21,2415
States,Delaware,2018,11,X,1.38642,X,X,X,X,X,X,39,11,2813
States,District of Columbia,2018,11,X,2.73463,X,X,X,X,X,X,375,5,13713
States,Florida,2018,11,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,11,X,3.45137,X,X,X,X,X,X,1655,51,47952
States,Hawaii,2018,11,X,4.74138,X,X,X,X,X,X,55,14,1160
States,Idaho,2018,11,X,0.996678,X,X,X,X,X,X,15,7,1505
States,Illinois,2018,11,X,2.31579,X,X,X,X,X,X,1051,78,45384
States,Indiana,2018,11,X,3.00277,X,X,X,X,X,X,76,22,2531
States,Iowa,2018,11,X,1.94144,X,X,X,X,X,X,61,15,3142
States,Kansas,2018,11,X,3.61123,X,X,X,X,X,X,243,27,6729
States,Kentucky,2018,11,X,2.85061,X,X,X,X,X,X,262,27,9191
States,Louisiana,2018,11,X,2.69237,X,X,X,X,X,X,1430,92,53113
States,Maine,2018,11,X,1.03719,X,X,X,X,X,X,41,22,3953
States,Maryland,2018,11,X,1.91597,X,X,X,X,X,X,171,28,8925
States,Massachusetts,2018,11,X,2.31978,X,X,X,X,X,X,669,42,28839
States,Michigan,2018,11,X,1.73361,X,X,X,X,X,X,442,85,25496
States,Minnesota,2018,11,X,3.55812,X,X,X,X,X,X,210,22,5902
States,Mississippi,2018,11,X,3.05584,X,X,X,X,X,X,486,44,15904
States,Missouri,2018,11,X,1.53288,X,X,X,X,X,X,38,16,2479
States,Montana,2018,11,X,0.382618,X,X,X,X,X,X,14,7,3659
States,Nebraska,2018,11,X,4.80683,X,X,X,X,X,X,428,48,8904
States,Nevada,2018,11,X,1.51379,X,X,X,X,X,X,269,36,17770
States,New Hampshire,2018,11,X,0.974314,X,X,X,X,X,X,22,15,2258
States,New Jersey,2018,11,X,3.75679,X,X,X,X,X,X,933,42,24835
States,New Mexico,2018,11,X,3.19754,X,X,X,X,X,X,551,42,17232
States,New York,2018,11,X,3.37375,X,X,X,X,X,X,345,53,10226
States,North Carolina,2018,11,X,2.50577,X,X,X,X,X,X,369,48,14726
States,North Dakota,2018,11,X,0.8,X,X,X,X,X,X,10,5,1250
States,Ohio,2018,11,X,1.69568,X,X,X,X,X,X,301,63,17751
States,Oklahoma,2018,11,X,2.37829,X,X,X,X,X,X,170,21,7148
States,Oregon,2018,11,X,2.44963,X,X,X,X,X,X,946,79,38618
States,Pennsylvania,2018,11,X,2.47876,X,X,X,X,X,X,1319,140,53212
States,Rhode Island,2018,11,X,2.8035,X,X,X,X,X,X,109,23,3888
States,South Carolina,2018,11,X,3.74633,X,X,X,X,X,X,166,14,4431
States,South Dakota,2018,11,X,3.33457,X,X,X,X,X,X,360,32,10796
States,Tennessee,2018,11,X,0.909673,X,X,X,X,X,X,71,51,7805
States,Texas,2018,11,X,3.72125,X,X,X,X,X,X,817,102,21955
States,Utah,2018,11,X,1.2915,X,X,X,X,X,X,445,45,34456
States,Vermont,2018,11,X,2.28252,X,X,X,X,X,X,53,9,2322
States,Virginia,2018,11,X,3.89013,X,X,X,X,X,X,3419,128,87889
States,Washington,2018,11,X,2.41321,X,X,X,X,X,X,114,44,4724
States,West Virginia,2018,11,X,1.46249,X,X,X,X,X,X,146,34,9983
States,Wisconsin,2018,11,X,2.4538,X,X,X,X,X,X,158,23,6439
States,Wyoming,2018,11,X,4.34989,X,X,X,X,X,X,183,18,4207
States,Alabama,2018,12,X,2.36956,X,X,X,X,X,X,837,85,35323
States,Alaska,2018,12,X,6.23519,X,X,X,X,X,X,342,17,5485
States,Arizona,2018,12,X,3.72721,X,X,X,X,X,X,640,45,17171
States,Arkansas,2018,12,X,1.66194,X,X,X,X,X,X,41,10,2467
States,California,2018,12,X,2.9579,X,X,X,X,X,X,1457,107,49258
States,Colorado,2018,12,X,1.29163,X,X,X,X,X,X,313,41,24233
States,Connecticut,2018,12,X,3.55739,X,X,X,X,X,X,172,21,4835
States,Delaware,2018,12,X,1.33038,X,X,X,X,X,X,30,11,2255
States,District of Columbia,2018,12,X,2.73201,X,X,X,X,X,X,330,5,12079
States,Florida,2018,12,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,12,X,2.89281,X,X,X,X,X,X,1381,52,47739
States,Hawaii,2018,12,X,3.47395,X,X,X,X,X,X,42,14,1209
States,Idaho,2018,12,X,1.32589,X,X,X,X,X,X,19,7,1433
States,Illinois,2018,12,X,2.21298,X,X,X,X,X,X,958,75,43290
States,Indiana,2018,12,X,3.26825,X,X,X,X,X,X,154,23,4712
States,Iowa,2018,12,X,1.11842,X,X,X,X,X,X,34,13,3040
States,Kansas,2018,12,X,3.40474,X,X,X,X,X,X,178,25,5228
States,Kentucky,2018,12,X,3.05451,X,X,X,X,X,X,260,29,8512
States,Louisiana,2018,12,X,2.42738,X,X,X,X,X,X,1312,93,54050
States,Maine,2018,12,X,0.709372,X,X,X,X,X,X,33,22,4652
States,Maryland,2018,12,X,1.84924,X,X,X,X,X,X,131,27,7084
States,Massachusetts,2018,12,X,1.75298,X,X,X,X,X,X,589,43,33600
States,Michigan,2018,12,X,2.1294,X,X,X,X,X,X,547,87,25688
States,Minnesota,2018,12,X,2.84749,X,X,X,X,X,X,177,22,6216
States,Mississippi,2018,12,X,2.67102,X,X,X,X,X,X,442,44,16548
States,Missouri,2018,12,X,2.99841,X,X,X,X,X,X,94,14,3135
States,Montana,2018,12,X,0.376648,X,X,X,X,X,X,14,7,3717
States,Nebraska,2018,12,X,3.52334,X,X,X,X,X,X,314,47,8912
States,Nevada,2018,12,X,1.08509,X,X,X,X,X,X,183,33,16865
States,New Hampshire,2018,12,X,0.829611,X,X,X,X,X,X,26,16,3134
States,New Jersey,2018,12,X,3.2629,X,X,X,X,X,X,803,43,24610
States,New Mexico,2018,12,X,2.76763,X,X,X,X,X,X,432,40,15609
States,New York,2018,12,X,2.35595,X,X,X,X,X,X,249,52,10569
States,North Carolina,2018,12,X,2.16877,X,X,X,X,X,X,339,45,15631
States,North Dakota,2018,12,X,0.375657,X,X,X,X,X,X,5,7,1331
States,Ohio,2018,12,X,1.45162,X,X,X,X,X,X,278,59,19151
States,Oklahoma,2018,12,X,2.52047,X,X,X,X,X,X,157,23,6229
States,Oregon,2018,12,X,2.36983,X,X,X,X,X,X,878,78,37049
States,Pennsylvania,2018,12,X,2.34462,X,X,X,X,X,X,1289,141,54977
States,Rhode Island,2018,12,X,2.18688,X,X,X,X,X,X,110,22,5030
States,South Carolina,2018,12,X,3.17153,X,X,X,X,X,X,164,14,5171
States,South Dakota,2018,12,X,2.93481,X,X,X,X,X,X,312,31,10631
States,Tennessee,2018,12,X,0.821326,X,X,X,X,X,X,57,46,6940
States,Texas,2018,12,X,3.07753,X,X,X,X,X,X,853,104,27717
States,Utah,2018,12,X,0.815959,X,X,X,X,X,X,290,46,35541
States,Vermont,2018,12,X,2.69513,X,X,X,X,X,X,77,10,2857
States,Virginia,2018,12,X,3.63202,X,X,X,X,X,X,3205,129,88243
States,Washington,2018,12,X,1.92406,X,X,X,X,X,X,113,45,5873
States,West Virginia,2018,12,X,1.54401,X,X,X,X,X,X,137,31,8873
States,Wisconsin,2018,12,X,2.16331,X,X,X,X,X,X,133,23,6148
States,Wyoming,2018,12,X,3.78378,X,X,X,X,X,X,154,18,4070
States,Alabama,2018,13,X,2.06295,X,X,X,X,X,X,738,84,35774
States,Alaska,2018,13,X,6.41818,X,X,X,X,X,X,322,15,5017
States,Arizona,2018,13,X,3.35492,X,X,X,X,X,X,575,45,17139
States,Arkansas,2018,13,X,1.33197,X,X,X,X,X,X,52,12,3904
States,California,2018,13,X,2.76154,X,X,X,X,X,X,1167,112,42259
States,Colorado,2018,13,X,0.937461,X,X,X,X,X,X,225,41,24001
States,Connecticut,2018,13,X,4.14019,X,X,X,X,X,X,215,24,5193
States,Delaware,2018,13,X,0.990952,X,X,X,X,X,X,23,11,2321
States,District of Columbia,2018,13,X,2.21192,X,X,X,X,X,X,291,5,13156
States,Florida,2018,13,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,13,X,2.8854,X,X,X,X,X,X,1342,51,46510
States,Hawaii,2018,13,X,2.7894,X,X,X,X,X,X,20,14,717
States,Idaho,2018,13,X,0.635728,X,X,X,X,X,X,10,8,1573
States,Illinois,2018,13,X,2.18952,X,X,X,X,X,X,811,76,37040
States,Indiana,2018,13,X,2.85714,X,X,X,X,X,X,118,22,4130
States,Iowa,2018,13,X,1.24926,X,X,X,X,X,X,42,13,3362
States,Kansas,2018,13,X,2.64398,X,X,X,X,X,X,174,25,6581
States,Kentucky,2018,13,X,2.98046,X,X,X,X,X,X,241,24,8086
States,Louisiana,2018,13,X,2.24774,X,X,X,X,X,X,1198,93,53298
States,Maine,2018,13,X,0.567721,X,X,X,X,X,X,28,22,4932
States,Maryland,2018,13,X,2.09813,X,X,X,X,X,X,127,24,6053
States,Massachusetts,2018,13,X,1.82193,X,X,X,X,X,X,636,44,34908
States,Michigan,2018,13,X,2.28985,X,X,X,X,X,X,465,85,20307
States,Minnesota,2018,13,X,2.64463,X,X,X,X,X,X,160,22,6050
States,Mississippi,2018,13,X,2.34122,X,X,X,X,X,X,376,43,16060
States,Missouri,2018,13,X,1.58151,X,X,X,X,X,X,39,15,2466
States,Montana,2018,13,X,0.332336,X,X,X,X,X,X,10,8,3009
States,Nebraska,2018,13,X,3.44186,X,X,X,X,X,X,296,48,8600
States,Nevada,2018,13,X,1.06842,X,X,X,X,X,X,171,33,16005
States,New Hampshire,2018,13,X,0.592085,X,X,X,X,X,X,19,17,3209
States,New Jersey,2018,13,X,3.22253,X,X,X,X,X,X,761,42,23615
States,New Mexico,2018,13,X,1.92783,X,X,X,X,X,X,312,42,16184
States,New York,2018,13,X,2.59165,X,X,X,X,X,X,275,48,10611
States,North Carolina,2018,13,X,2.49725,X,X,X,X,X,X,363,45,14536
States,North Dakota,2018,13,X,0.607441,X,X,X,X,X,X,8,8,1317
States,Ohio,2018,13,X,1.52033,X,X,X,X,X,X,249,53,16378
States,Oklahoma,2018,13,X,1.59431,X,X,X,X,X,X,112,23,7025
States,Oregon,2018,13,X,2.11313,X,X,X,X,X,X,727,77,34404
States,Pennsylvania,2018,13,X,2.15666,X,X,X,X,X,X,1174,140,54436
States,Rhode Island,2018,13,X,1.56283,X,X,X,X,X,X,74,22,4735
States,South Carolina,2018,13,X,2.85774,X,X,X,X,X,X,137,13,4794
States,South Dakota,2018,13,X,2.59128,X,X,X,X,X,X,264,32,10188
States,Tennessee,2018,13,X,0.762646,X,X,X,X,X,X,49,51,6425
States,Texas,2018,13,X,3.51379,X,X,X,X,X,X,762,101,21686
States,Utah,2018,13,X,1.00053,X,X,X,X,X,X,95,21,9495
States,Vermont,2018,13,X,2.98669,X,X,X,X,X,X,83,10,2779
States,Virginia,2018,13,X,3.50826,X,X,X,X,X,X,2281,129,65018
States,Washington,2018,13,X,1.56734,X,X,X,X,X,X,86,44,5487
States,West Virginia,2018,13,X,2.13081,X,X,X,X,X,X,187,32,8776
States,Wisconsin,2018,13,X,1.96597,X,X,X,X,X,X,104,22,5290
States,Wyoming,2018,13,X,2.65398,X,X,X,X,X,X,106,18,3994
States,Alabama,2018,14,X,1.82201,X,X,X,X,X,X,693,83,38035
States,Alaska,2018,14,X,6.61157,X,X,X,X,X,X,328,15,4961
States,Arizona,2018,14,X,3.31223,X,X,X,X,X,X,565,45,17058
States,Arkansas,2018,14,X,0.834492,X,X,X,X,X,X,24,10,2876
States,California,2018,14,X,2.30591,X,X,X,X,X,X,1082,108,46923
States,Colorado,2018,14,X,0.948799,X,X,X,X,X,X,222,41,23398
States,Connecticut,2018,14,X,3.14907,X,X,X,X,X,X,139,20,4414
States,Delaware,2018,14,X,0.157916,X,X,X,X,X,X,4,11,2533
States,District of Columbia,2018,14,X,1.97112,X,X,X,X,X,X,273,5,13850
States,Florida,2018,14,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,14,X,2.63484,X,X,X,X,X,X,1211,50,45961
States,Hawaii,2018,14,X,4.18118,X,X,X,X,X,X,48,14,1148
States,Idaho,2018,14,X,1.13841,X,X,X,X,X,X,19,7,1669
States,Illinois,2018,14,X,1.76083,X,X,X,X,X,X,781,80,44354
States,Indiana,2018,14,X,2.29233,X,X,X,X,X,X,101,23,4406
States,Iowa,2018,14,X,0.964286,X,X,X,X,X,X,27,12,2800
States,Kansas,2018,14,X,2.21471,X,X,X,X,X,X,131,24,5915
States,Kentucky,2018,14,X,2.64124,X,X,X,X,X,X,187,25,7080
States,Louisiana,2018,14,X,2.1322,X,X,X,X,X,X,1118,92,52434
States,Maine,2018,14,X,0.556472,X,X,X,X,X,X,27,21,4852
States,Maryland,2018,14,X,1.45737,X,X,X,X,X,X,107,28,7342
States,Massachusetts,2018,14,X,1.92668,X,X,X,X,X,X,678,43,35190
States,Michigan,2018,14,X,1.81941,X,X,X,X,X,X,430,86,23634
States,Minnesota,2018,14,X,1.82134,X,X,X,X,X,X,105,21,5765
States,Mississippi,2018,14,X,2.24547,X,X,X,X,X,X,352,43,15676
States,Missouri,2018,14,X,1.47203,X,X,X,X,X,X,45,14,3057
States,Montana,2018,14,X,0.478334,X,X,X,X,X,X,17,8,3554
States,Nebraska,2018,14,X,3.11688,X,X,X,X,X,X,264,47,8470
States,Nevada,2018,14,X,0.770912,X,X,X,X,X,X,127,30,16474
States,New Hampshire,2018,14,X,1.12036,X,X,X,X,X,X,35,17,3124
States,New Jersey,2018,14,X,2.86843,X,X,X,X,X,X,704,42,24543
States,New Mexico,2018,14,X,1.70484,X,X,X,X,X,X,294,42,17245
States,New York,2018,14,X,2.34435,X,X,X,X,X,X,212,50,9043
States,North Carolina,2018,14,X,2.0298,X,X,X,X,X,X,297,46,14632
States,North Dakota,2018,14,X,1.83113,X,X,X,X,X,X,18,5,983
States,Ohio,2018,14,X,1.2847,X,X,X,X,X,X,193,49,15023
States,Oklahoma,2018,14,X,1.4592,X,X,X,X,X,X,98,23,6716
States,Oregon,2018,14,X,1.69762,X,X,X,X,X,X,531,75,31279
States,Pennsylvania,2018,14,X,1.76142,X,X,X,X,X,X,1186,137,67332
States,Rhode Island,2018,14,X,1.45972,X,X,X,X,X,X,77,22,5275
States,South Carolina,2018,14,X,2.35492,X,X,X,X,X,X,112,13,4756
States,South Dakota,2018,14,X,1.6481,X,X,X,X,X,X,108,24,6553
States,Tennessee,2018,14,X,0.592353,X,X,X,X,X,X,44,53,7428
States,Texas,2018,14,X,2.93401,X,X,X,X,X,X,530,88,18064
States,Utah,2018,14,X,1.20949,X,X,X,X,X,X,477,46,39438
States,Vermont,2018,14,X,2.82365,X,X,X,X,X,X,53,8,1877
States,Virginia,2018,14,X,2.85806,X,X,X,X,X,X,2393,128,83728
States,Washington,2018,14,X,1.29402,X,X,X,X,X,X,79,46,6105
States,West Virginia,2018,14,X,2.31418,X,X,X,X,X,X,203,32,8772
States,Wisconsin,2018,14,X,1.94613,X,X,X,X,X,X,112,23,5755
States,Wyoming,2018,14,X,1.84185,X,X,X,X,X,X,58,16,3149
States,Alabama,2018,15,X,1.6396,X,X,X,X,X,X,634,84,38668
States,Alaska,2018,15,X,5.18847,X,X,X,X,X,X,234,15,4510
States,Arizona,2018,15,X,3.23984,X,X,X,X,X,X,566,45,17470
States,Arkansas,2018,15,X,1.0101,X,X,X,X,X,X,38,11,3762
States,California,2018,15,X,1.81038,X,X,X,X,X,X,903,111,49879
States,Colorado,2018,15,X,0.642839,X,X,X,X,X,X,150,41,23334
States,Connecticut,2018,15,X,2.97006,X,X,X,X,X,X,124,19,4175
States,Delaware,2018,15,X,0.280224,X,X,X,X,X,X,7,11,2498
States,District of Columbia,2018,15,X,1.68436,X,X,X,X,X,X,238,5,14130
States,Florida,2018,15,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,15,X,2.55548,X,X,X,X,X,X,1147,49,44884
States,Hawaii,2018,15,X,2.78005,X,X,X,X,X,X,34,14,1223
States,Idaho,2018,15,X,0.302115,X,X,X,X,X,X,4,6,1324
States,Illinois,2018,15,X,1.54427,X,X,X,X,X,X,695,77,45005
States,Indiana,2018,15,X,2.59802,X,X,X,X,X,X,110,21,4234
States,Iowa,2018,15,X,0.391901,X,X,X,X,X,X,12,11,3062
States,Kansas,2018,15,X,1.8852,X,X,X,X,X,X,112,24,5941
States,Kentucky,2018,15,X,1.75079,X,X,X,X,X,X,128,19,7311
States,Louisiana,2018,15,X,2.06125,X,X,X,X,X,X,1116,94,54142
States,Maine,2018,15,X,0.557046,X,X,X,X,X,X,27,22,4847
States,Maryland,2018,15,X,1.36248,X,X,X,X,X,X,96,26,7046
States,Massachusetts,2018,15,X,1.84517,X,X,X,X,X,X,685,43,37124
States,Michigan,2018,15,X,1.6067,X,X,X,X,X,X,376,81,23402
States,Minnesota,2018,15,X,2.14578,X,X,X,X,X,X,131,20,6105
States,Mississippi,2018,15,X,2.57074,X,X,X,X,X,X,407,43,15832
States,Missouri,2018,15,X,1.19664,X,X,X,X,X,X,37,15,3092
States,Montana,2018,15,X,0.535714,X,X,X,X,X,X,21,8,3920
States,Nebraska,2018,15,X,2.17447,X,X,X,X,X,X,171,46,7864
States,Nevada,2018,15,X,0.825902,X,X,X,X,X,X,138,30,16709
States,New Hampshire,2018,15,X,0.541321,X,X,X,X,X,X,15,14,2771
States,New Jersey,2018,15,X,2.42946,X,X,X,X,X,X,626,41,25767
States,New Mexico,2018,15,X,1.31453,X,X,X,X,X,X,234,43,17801
States,New York,2018,15,X,2.19619,X,X,X,X,X,X,240,51,10928
States,North Carolina,2018,15,X,1.2489,X,X,X,X,X,X,199,43,15934
States,North Dakota,2018,15,X,0.404858,X,X,X,X,X,X,5,6,1235
States,Ohio,2018,15,X,0.942408,X,X,X,X,X,X,171,58,18145
States,Oklahoma,2018,15,X,1.21889,X,X,X,X,X,X,48,18,3938
States,Oregon,2018,15,X,1.35582,X,X,X,X,X,X,476,74,35108
States,Pennsylvania,2018,15,X,1.61448,X,X,X,X,X,X,894,138,55374
States,Rhode Island,2018,15,X,1.77145,X,X,X,X,X,X,102,23,5758
States,South Carolina,2018,15,X,1.832,X,X,X,X,X,X,94,13,5131
States,South Dakota,2018,15,X,2.63945,X,X,X,X,X,X,256,32,9699
States,Tennessee,2018,15,X,0.624164,X,X,X,X,X,X,42,46,6729
States,Texas,2018,15,X,2.45258,X,X,X,X,X,X,437,85,17818
States,Utah,2018,15,X,0.835232,X,X,X,X,X,X,77,21,9219
States,Vermont,2018,15,X,2.33288,X,X,X,X,X,X,52,9,2229
States,Virginia,2018,15,X,2.22966,X,X,X,X,X,X,1898,126,85125
States,Washington,2018,15,X,0.83167,X,X,X,X,X,X,50,45,6012
States,West Virginia,2018,15,X,2.26154,X,X,X,X,X,X,216,34,9551
States,Wisconsin,2018,15,X,2.10891,X,X,X,X,X,X,134,23,6354
States,Wyoming,2018,15,X,1.222,X,X,X,X,X,X,42,16,3437
States,Alabama,2018,16,X,1.55883,X,X,X,X,X,X,604,83,38747
States,Alaska,2018,16,X,5.13219,X,X,X,X,X,X,231,15,4501
States,Arizona,2018,16,X,3.1548,X,X,X,X,X,X,483,44,15310
States,Arkansas,2018,16,X,1.1577,X,X,X,X,X,X,37,11,3196
States,California,2018,16,X,1.83904,X,X,X,X,X,X,888,109,48286
States,Colorado,2018,16,X,0.619958,X,X,X,X,X,X,146,41,23550
States,Connecticut,2018,16,X,2.77207,X,X,X,X,X,X,108,18,3896
States,Delaware,2018,16,X,0.335445,X,X,X,X,X,X,9,11,2683
